,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
451,68608,63432007322,CHAVEZ ELEMENTARY,1404 S. 40TH ST.,SAN DIEGO,CA,92113,4037,(619) 362-3200,1,1,486,SAN DIEGO,6073,USA,32.691793553,-117.108515128,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007322,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/chavez,ELEMENTARY,466,KG,05,634320,20,NOT AVAILABLE,-13036460.2716053,3854465.80425954
453,69222,60861000863,JUAREZ-LINCOLN ELEMENTARY,849 TWINING AVE.,SAN DIEGO,CA,92154,2599,(619) 690-9222,1,1,520,SAN DIEGO,6073,USA,32.580590294,-117.044550882,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000863,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/juarezlincoln/,HIGH,497,KG,06,608610,23,NOT AVAILABLE,-13029339.8043116,3839765.74642166
455,69595,63432005529,OAK PARK ELEMENTARY,2606 54TH ST.,SAN DIEGO,CA,92105,4999,(619) 344-5000,1,1,557,SAN DIEGO,6073,USA,32.7328585980001,-117.080631235,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005529,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sandi.net/oakpark,MIDDLE,535,KG,05,634320,22,NOT AVAILABLE,-13033356.2508352,3859898.85600722
458,69651,63432011383,CHEROKEE POINT ELEMENTARY,3735 38TH ST.,SAN DIEGO,CA,92105,2414,(619) 641-3400,1,1,320,SAN DIEGO,6073,USA,32.7472554190001,-117.11108681,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011383,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/cherokeepoint,ELEMENTARY,306,KG,05,634320,14,NOT AVAILABLE,-13036746.5499361,3861804.19918042
461,70334,63432005475,HARDY ELEMENTARY,5420 MONTEZUMA RD.,SAN DIEGO,CA,92115,1329,(619) 582-0136,1,1,359,SAN DIEGO,6073,USA,32.7719728660001,-117.079289285,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005475,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/hardy,HIGH,345,KG,05,634320,14,NOT AVAILABLE,-13033206.8656446,3865076.14097922
462,70618,63432005411,AUDUBON K-8,8111 SAN VICENTE,SAN DIEGO,CA,92114,4836,(619) 344-5800,1,1,463,SAN DIEGO,6073,USA,32.710636188,-117.030638497,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005411,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,442,KG,08,634320,21,10814295,-13027791.0846977,3856958.44148919
463,71189,63432005498,PACIFIC VIEW LEADERSHIP ELEMENTARY,6196 CHILDS AVE.,SAN DIEGO,CA,92139,3612,(619) 430-1600,1,1,248,SAN DIEGO,6073,USA,32.671113957,-117.056755434,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005498,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,237,KG,05,634320,11,NOT AVAILABLE,-13030698.4088256,3851730.7662688
467,71993,63153012226,WILLOW GROVE ELEMENTARY,14727 VIA AZUL,SAN DIEGO,CA,92127,4813,(858) 674-6300,1,1,794,SAN DIEGO,6073,USA,32.993826874,-117.162168968,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153012226,9/30/2011 12:00:00 AM,IMAGERY,9/30/2011 12:00:00 AM,http://www.powayusd.com/pusdwges,ELEMENTARY,764,KG,05,631530,30,NOT AVAILABLE,-13042432.9897532,3894484.61282767
469,72147,63522010382,OCEAN VIEW HILLS,4919 DEL SOL BLVD.,SAN DIEGO,CA,92154,8488,(619) 661-0457,1,1,1040,SAN DIEGO,6073,USA,32.5716801570001,-117.024890534,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063522010382,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sysdschools.org,ELEMENTARY,996,KG,06,635220,44,NOT AVAILABLE,-13027151.2243835,3838588.69729033
472,72659,63432005431,CENTRAL ELEMENTARY,4063 POLK AVE.,SAN DIEGO,CA,92105,1436,(619) 344-6100,1,1,613,SAN DIEGO,6073,USA,32.751126067,-117.107221942,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005431,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/central,HIGH,586,KG,05,634320,27,10814333,-13036316.3147983,3862316.51150298
474,72661,63153009180,CANYON VIEW ELEMENTARY,9225 ADOLPHIA ST.,SAN DIEGO,CA,92129,3525,(858) 484-0981,1,1,482,SAN DIEGO,6073,USA,32.945622842,-117.128849856,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153009180,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdcves,ELEMENTARY,460,KG,05,631530,22,10814324,-13038723.9231717,3888088.52737206
475,72662,63432005432,CHESTERTON ELEMENTARY,7335 WHEATLEY ST.,SAN DIEGO,CA,92111,5824,(858) 496-8070,1,1,501,SAN DIEGO,6073,USA,32.7934680910001,-117.162983751,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005432,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/chesterton,ELEMENTARY,482,KG,05,634320,19,10814337,-13042523.6909819,3867922.28386583
476,72863,63432007688,MARSHALL MIDDLE,9700 AVE. OF NATIONS,SAN DIEGO,CA,92131,2135,(858) 549-5400,1,1,1524,SAN DIEGO,6073,USA,32.930210758,-117.08250793,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007688,1/29/2010 12:00:00 AM,IMAGERY,10/31/2017 12:00:00 AM,http://marshallmiddle.org,MIDDLE,1524,06,08,634320,-999,NOT AVAILABLE,-13033565.163567,3886044.26826574
477,73088,63432011148,KEARNY ENG INNOV & DESIGN,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 221-5300,1,1,334,SAN DIEGO,6073,USA,32.7998089390001,-117.160435681,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011148,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net,ELEMENTARY,320,09,12,634320,14,10787800,-13042240.041127,3868761.9951775
482,74127,63432011145,KEARNY DIGITAL MEDIA & DESIGN,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 496-8370,1,1,359,SAN DIEGO,6073,USA,32.799799546,-117.160371787,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011145,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://dmd.khs.sandi.net,HIGH,359,09,12,634320,-999,10787800,-13042232.9284795,3868760.75122887
483,74342,63432005275,LANGUAGE ACADEMY,4961 64TH ST.,SAN DIEGO,CA,92115,2602,(619) 287-1182,1,1,1066,SAN DIEGO,6073,USA,32.7681896460001,-117.061837181,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005275,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://sandi.net/languageacademy,ELEMENTARY,1022,KG,08,634320,44,NOT AVAILABLE,-13031264.106314,3864575.2829838
487,74405,63153010007,TURTLEBACK ELEMENTARY,15855 TURTLEBACK RD.,SAN DIEGO,CA,92127,2044,(858) 673-5514,1,1,557,SAN DIEGO,6073,USA,33.004448848,-117.087308233,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153010007,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdtes,HIGH,529,KG,05,631530,28,10814529,-13034099.5308526,3895894.48844634
488,74406,63153004895,SUNDANCE ELEMENTARY,8944 TWIN TRAILS DR.,SAN DIEGO,CA,92129,2334,(858) 484-2950,1,1,424,SAN DIEGO,6073,USA,32.9607273180001,-117.134642597,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004895,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdsdes,ELEMENTARY,404,KG,05,631530,20,10814518,-13039368.7681501,3890092.3311384
490,74888,63432005458,FIELD ELEMENTARY,4375 BANNOCK AVE.,SAN DIEGO,CA,92117,2810,(858) 800-5900,1,1,307,SAN DIEGO,6073,USA,32.8331436870001,-117.198281709,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005458,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/field,MIDDLE,294,KG,06,634320,13,10814360,-13046453.0416925,3873177.46354677
492,74971,63153003938,PARK VILLAGE ELEMENTARY,7930 PARK VILLAGE RD.,SAN DIEGO,CA,92129,3781,(858) 484-5621,1,1,577,SAN DIEGO,6073,USA,32.941429887,-117.150787783,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153003938,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdpves,ELEMENTARY,550,KG,05,631530,27,10814471,-13041166.0420344,3887532.33846469
495,75173,63432005571,WHITMAN ELEMENTARY,4050 APPLETON ST.,SAN DIEGO,CA,92117,1101,(858) 935-2900,1,1,111,SAN DIEGO,6073,USA,32.8368308730001,-117.204267434,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005571,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://new.sandi.net/schools/whitman,ELEMENTARY,106,KG,06,634320,5,10814550,-13047119.3695515,3873665.96420133
501,76049,63432005515,MASON ELEMENTARY,10340 SAN RAMON DR.,SAN DIEGO,CA,92126,3235,(858) 271-0410,1,1,530,SAN DIEGO,6073,USA,32.906447767,-117.139969338,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005515,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/mason,OTHER,508,KG,05,634320,22,NOT AVAILABLE,-13039961.7382458,3882893.04244103
507,76346,63432007688,MARSHALL MIDDLE,9700 AVE. OF NATIONS,SAN DIEGO,CA,92131,2135,(858) 549-5400,1,1,1512,SAN DIEGO,6073,USA,32.930210758,-117.08250793,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007688,1/29/2010 12:00:00 AM,IMAGERY,10/31/2017 12:00:00 AM,http://marshallmiddle.org,ELEMENTARY,1453,06,08,634320,59,NOT AVAILABLE,-13033565.163567,3886044.26826574
508,76364,69103012496,MONARCH,1625 NEWTON AVE.,SAN DIEGO,CA,92113,1012,(619) 652-4100,4,1,300,SAN DIEGO,6073,USA,32.7023699220001,-117.150449901,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069103012496,9/30/2011 12:00:00 AM,IMAGERY/OTHER,12/30/2019 12:00:00 AM,http://www.monarchschools.org,ELEMENTARY,285,KG,12,691030,15,NOT AVAILABLE,-13041128.4291822,3855864.85646985
511,77211,63432005449,EDISON ELEMENTARY,4077 35TH ST.,SAN DIEGO,CA,92104,2291,(619) 344-5400,1,1,381,SAN DIEGO,6073,USA,32.7511674510001,-117.117822548,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005449,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/edison,MIDDLE,366,KG,05,634320,15,10814352,-13037496.3688603,3862321.98913844
514,77347,63432005486,JERABEK ELEMENTARY,10050 AVENIDA MAGNIFICA,SAN DIEGO,CA,92131,1426,(858) 578-5330,1,1,645,SAN DIEGO,6073,USA,32.9080328750001,-117.084107614,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005486,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.jerabekweb.com,ELEMENTARY,620,KG,05,634320,25,10814396,-13033743.2395753,3883103.21832023
515,77348,63432008965,ZAMORANO ELEMENTARY,2655 CASEY ST.,SAN DIEGO,CA,92139,2989,(619) 430-1400,1,1,996,SAN DIEGO,6073,USA,32.6802360900001,-117.037925378,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432008965,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://new.sandi.net/schools/zamorano,MIDDLE,955,KG,05,634320,41,10814553,-13028602.2565801,3852937.16150163
516,77394,63699009196,SOLANA HIGHLANDS ELEMENTARY,3520 LONG RUN DR.,SAN DIEGO,CA,92130,1808,(858) 794-4300,1,1,302,SAN DIEGO,6073,USA,32.9549066880001,-117.239917676,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699009196,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,285,KG,03,636990,17,10814507,-13051087.9363376,3889320.10885922
518,77669,63432011145,KEARNY DIGITAL MEDIA & DESIGN,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 496-8370,1,1,357,SAN DIEGO,6073,USA,32.799799546,-117.160371787,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011145,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://dmd.khs.sandi.net,HIGH,343,09,12,634320,14,10787800,-13042232.9284795,3868760.75122887
519,77678,63432005481,HOLMES ELEMENTARY,4902 MT. ARARAT DR.,SAN DIEGO,CA,92111,3808,(858) 496-8110,1,1,545,SAN DIEGO,6073,USA,32.8105139460001,-117.189685137,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005481,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/holmes,ELEMENTARY,524,KG,06,634320,21,10814546,-13045496.0756749,3870179.78303433
522,78221,63432005568,WEBSTER ELEMENTARY,4801 ELM ST.,SAN DIEGO,CA,92102,1354,(619) 362-3000,1,1,229,SAN DIEGO,6073,USA,32.723979409,-117.092327168,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005568,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://webster.sandi.net,ELEMENTARY,219,KG,06,634320,10,10814544,-13034658.2361411,3858723.89570072
523,78525,61074008591,SAGE CANYON,5290 HARVEST RUN DR.,SAN DIEGO,CA,92130,4875,(858) 481-7844,1,1,406,SAN DIEGO,6073,USA,32.926110377,-117.203884212,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061074008591,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.dmusd.org/sage,ELEMENTARY,384,KG,06,610740,22,NOT AVAILABLE,-13047076.7094736,3885500.45364162
525,78785,63432011149,CRAWFORD HIGH,4191 COLTS WAY,SAN DIEGO,CA,92115,6023,(619) 362-3700,1,1,1171,SAN DIEGO,6073,USA,32.7525378330001,-117.076576488,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011149,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/crawford/,HIGH,1171,09,12,634320,-999,NOT AVAILABLE,-13032904.8784639,3862503.37596715
526,79049,63432005414,BARNARD ELEMENTARY,2445 FOGG ST.,SAN DIEGO,CA,92109,4855,(858) 800-5700,1,1,544,SAN DIEGO,6073,USA,32.802211974,-117.22468042,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005414,12/10/2009 12:00:00 AM,IMAGERY/OTHER,1/17/2020 12:00:00 AM,NOT AVAILABLE,HIGH,521,KG,06,634320,23,10814301,-13049391.7327586,3869080.24202657
529,79278,60861000859,FINNEY (MYRTLE S.) ELEMENTARY,3950 BYRD ST.,SAN DIEGO,CA,92154,1799,(619) 690-1334,1,1,395,SAN DIEGO,6073,USA,32.585135592,-117.049299529,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000859,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/finney/,MIDDLE,378,KG,06,608610,17,NOT AVAILABLE,-13029868.4212776,3840366.23556209
531,79846,63432005429,CARSON ELEMENTARY,6905 KRAMER ST.,SAN DIEGO,CA,92111,7021,(858) 397-6900,1,1,389,SAN DIEGO,6073,USA,32.7766957360001,-117.171036242,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005429,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,373,KG,05,634320,16,10814330,-13043420.0901796,3865701.42849701
532,79848,63432008963,BETHUNE K-8,6835 BENJAMIN HOLT RD.,SAN DIEGO,CA,92114,7827,(619) 267-2271,1,1,591,SAN DIEGO,6073,USA,32.6891490410001,-117.049486334,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432008963,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sandi.net/bethune,ELEMENTARY,564,KG,08,634320,27,10814306,-13029889.2163151,3854116.01158637
533,80221,63432005469,GRANT K-8,1425 WASHINGTON PL.,SAN DIEGO,CA,92103,1792,(619) 293-4420,1,1,752,SAN DIEGO,6073,USA,32.7496489270001,-117.176171308,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005469,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.grantk8.com,MIDDLE,721,KG,08,634320,31,10814372,-13043991.723112,3862120.99716247
538,81334,69103009244,SAN DIEGO COUNTY SPECIAL EDUCATION,6401 LINDA VISTA RD. RM. 409,SAN DIEGO,CA,92111,7319,(858) 292-3774,2,1,47,SAN DIEGO,6073,USA,32.770105792,-117.17957458,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069103009244,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sdcoe.net,PREKINDERGARTEN,42,KG,12,691030,5,NOT AVAILABLE,-13044370.573618,3864828.95762569
540,81399,63153004900,WESTWOOD ELEMENTARY,17449 MATINAL RD.,SAN DIEGO,CA,92127,1299,(858) 487-2026,1,1,826,SAN DIEGO,6073,USA,33.0302059270001,-117.086796753,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004900,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdwwes,HIGH,788,KG,05,631530,38,10814548,-13034042.5931595,3899313.98166292
542,81513,63432005570,BENCHLEY/WEINBERGER ELEMENTARY,6269 TWIN LAKE DR.,SAN DIEGO,CA,92119,3051,(619) 463-9271,1,1,545,SAN DIEGO,6073,USA,32.7941064,-117.032173907,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005570,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/bw,HIGH,524,KG,05,634320,21,10814305,-13027962.0057571,3868006.81169251
544,82234,69103013693,SAN DIEGO COUNTY COURT,2801 MEADOW LARK DR.,SAN DIEGO,CA,92123,NOT AVAILABLE,(858) 694-4686,4,1,185,SAN DIEGO,6073,USA,32.794194266,-117.153892004,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069103013693,1/5/2016 12:00:00 AM,IMAGERY/OTHER,1/15/2016 12:00:00 AM,http://www.sdcoe.net/jccs,ELEMENTARY,156,KG,12,691030,29,NOT AVAILABLE,-13041511.6023354,3868018.44736167
545,82318,61074001171,CARMEL DEL MAR ELEMENTARY,12345 CARMEL PARK DR.,SAN DIEGO,CA,92130,2222,(858) 481-6789,1,1,432,SAN DIEGO,6073,USA,32.9407539090001,-117.228633488,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061074001171,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.dmusd.org/cdm,ELEMENTARY,410,KG,06,610740,22,NOT AVAILABLE,-13049831.7862755,3887442.67351149
546,82319,63432005476,HAWTHORNE ELEMENTARY,4750 LEHRER DR.,SAN DIEGO,CA,92117,1358,(858) 634-5701,1,1,242,SAN DIEGO,6073,USA,32.8390078780001,-117.189230263,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005476,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,232,KG,06,634320,10,10776474,-13045445.4393328,3873954.39648815
548,82322,63432005501,LINDA VISTA ELEMENTARY,2772 ULRIC ST.,SAN DIEGO,CA,92111,5530,(858) 800-5450,1,1,391,SAN DIEGO,6073,USA,32.7931693830001,-117.173448534,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005501,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/lindavista,ELEMENTARY,374,KG,05,634320,17,10814420,-13043688.6252967,3867882.72778087
550,82324,63432007328,ROSA PARKS ELEMENTARY,4510 LANDIS ST.,SAN DIEGO,CA,92105,2822,(619) 282-6803,1,1,857,SAN DIEGO,6073,USA,32.746989139,-117.097078933,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007328,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://parks.sandi.net,ELEMENTARY,823,KG,05,634320,34,NOT AVAILABLE,-13035187.2002013,3861768.95563524
551,82325,63432005533,PARADISE HILLS ELEMENTARY,5816 ALLEGHANY ST.,SAN DIEGO,CA,92139,1799,(619) 344-5200,1,1,286,SAN DIEGO,6073,USA,32.679896871,-117.067275342,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005533,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,274,KG,05,634320,12,NOT AVAILABLE,-13031869.4796274,3852892.29783832
552,82326,63864006491,SOUTHWEST MIDDLE,2710 IRIS ST.,SAN DIEGO,CA,92154,3338,(619) 628-4000,1,1,573,SAN DIEGO,6073,USA,32.569987907,-117.073886821,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006491,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sweetwaterschools.org,OTHER,549,07,08,638640,24,10814513,-13032605.4661031,3838365.16047468
553,82467,63738006324,HOWARD PENCE ELEMENTARY,877 VIA TONGA CT.,SAN DIEGO,CA,92154,2256,(619) 662-8100,1,1,555,SAN DIEGO,6073,USA,32.578484754,-117.061778244,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006324,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,532,KG,06,637380,23,NOT AVAILABLE,-13031257.5454772,3839487.58929995
554,82526,63432011149,CRAWFORD HIGH,4191 COLTS WAY,SAN DIEGO,CA,92115,6023,(619) 362-3700,1,1,1167,SAN DIEGO,6073,USA,32.7525378330001,-117.076576488,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011149,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/crawford/,OTHER,1117,09,12,634320,50,NOT AVAILABLE,-13032904.8784639,3862503.37596715
