OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
100497,063432005453,ERICSON ELEMENTARY,11174 W.ONHILL DR.,SAN DIEGO,CA,92126,1943,(858) 271-0505,1,1,690,SAN DIEGO,06073,USA,32.926548929,-117.136451524,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005453,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/ericson,HIGH,663,KG,05,0634320,27,10814358,-13039570.1369827,3885558.61556744
100533,063699006283,SKYLINE ELEMENTARY,606 LOMAS SANTA FE DR.,SOLANA BEACH,CA,92075,1400,(858) 794-3600,1,1,485,SAN DIEGO,06073,USA,32.99734002,-117.261908819,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699006283,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,NOT REPORTED,462,KG,06,0636990,23,10814504,-13053535.9791784,3894950.90086022
100801,061288011129,FARR AVENUE ELEMENTARY,933 FARR AVE.,ESCONDIDO,CA,92026,3121,(760) 735-3049,1,1,582,SAN DIEGO,06073,USA,33.1382016520001,-117.077254847,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288011129,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.eusd.org,HIGH,552,KG,05,0612880,30,NOT AVAILABLE,-13032980.3930424,3913662.32122536
101463,069103012550,DAVILA DAY,540 G ST.,CHULA VISTA,CA,91910,3604,(619) 427-5626,2,1,33,SAN DIEGO,06073,USA,32.6350403710001,-117.087649059,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069103012550,9/30/2011 12:00:00 AM,IMAGERY,9/30/2011 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,28,KG,08,0691030,5,NOT AVAILABLE,-13034137.4714294,3846961.26766134
101504,060861005253,OLYMPIC VIEW ELEMENTARY,1220 S. GREENSVIEW DR.,CHULA VISTA,CA,91915,2127,(619) 656-2030,1,1,706,SAN DIEGO,06073,USA,32.6375556350001,-116.965144618,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861005253,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://schools.cvesd.org/schools/olympicview/,ELEMENTARY,678,KG,06,0608610,28,NOT AVAILABLE,-13020500.3394374,3847293.76294873
101920,063864007709,OPTIONS SECONDARY,467 MOSS ST.,CHULA VISTA,CA,91911,1705,(619) 796-7320,4,1,102,SAN DIEGO,06073,USA,32.6142948140001,-117.075862808,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864007709,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,,92,07,12,0638640,10,NOT AVAILABLE,-13032825.4319697,3844219.24791236
101921,062079002499,WINTER GARDENS ELEMENTARY,8501 PUEBLO RD.,LAKESIDE,CA,92040,5406,(619) 390-2687,1,1,341,SAN DIEGO,06073,USA,32.831376053,-116.930241114,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062079002499,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.lsusd.net,,326,KG,01,0620790,15,NOT AVAILABLE,-13016614.8991452,3872943.28391973
102048,060861000874,ROGERS (GREG) ELEMENTARY,510 E. NAPLES ST.,CHULA VISTA,CA,91911,2519,(619) 656-2082,1,1,381,SAN DIEGO,06073,USA,32.6220417640001,-117.035367238,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000874,12/10/2009 12:00:00 AM,IMAGERY,10/31/2017 12:00:00 AM,http://schools.cvesd.org/schools/rogers/,,359,KG,06,0608610,22,NOT AVAILABLE,-13028317.4857379,3845243.11762546
102052,063864012173,EAST HILLS ACADEMY,1791 ROCK MOUNTAIN RD.,CHULA VISTA,CA,91913,NOT AVAILABLE,(619) 656-2490,2,1,78,SAN DIEGO,06073,USA,32.6093823250001,-116.974590121,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864012173,1/29/2010 12:00:00 AM,GEOCODE,10/31/2017 12:00:00 AM,http://www.sweetwaterschools.org/,,65,07,12,0638640,13,NOT AVAILABLE,-13021551.8080216,3843570.03846247
102199,063432007682,ALBA,4041 OREGON ST.,SAN DIEGO,CA,92104,1706,(619) 344-3900,4,1,34,SAN DIEGO,06073,USA,32.7508408780001,-117.134838114,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007682,1/29/2010 12:00:00 AM,IMAGERY/OTHER,1/23/2020 12:00:00 AM,NOT AVAILABLE,,27,01,12,0634320,7,NOT AVAILABLE,-13039390.533003,3862278.76361699
102444,060160014079,SCHOLARSHIP PREP - OCEANSIDE,4070 MISSION AVE.,OCEANSIDE,CA,92057,6402,(442) 262-3249,1,1,503,SAN DIEGO,06073,USA,33.2330344690001,-117.317749668,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060160014079,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://scholarshipschools.org/,,487,KG,08,0601600,16,NOT AVAILABLE,-13059752.1540545,3926276.39851705
102453,060209712726,HIGH TECH ELEMENTARY CHULA VISTA,1949 DISCOVERY FALLS DR.,CHULA VISTA,CA,91915,2037,(619) 243-5014,1,1,446,SAN DIEGO,06073,USA,32.616412622,-116.953012518,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060209712726,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,429,KG,05,0602097,17,NOT AVAILABLE,-13019149.8002431,3844499.13758545
103469,060146207308,RIVER VALLEY CHARTER,9707 1/2 MARILLA DR.,LAKESIDE,CA,92040,2868,(619) 390-2579,1,1,308,SAN DIEGO,06073,USA,32.8533804780001,-116.939207875,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060146207308,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.rivervalleyhigh.org,,293,07,12,0601462,15,NOT AVAILABLE,-13017613.0744138,3875858.80570426
103470,060146314373,VISTA SPRINGS CHARTER,700 E. BOBIER AVE.,VISTA,CA,92084,3804,(951) 252-8800,1,1,261,SAN DIEGO,06073,USA,33.22066971,-117.234323392,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060146314373,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.springscharterschools.org,,251,KG,12,0601463,10,NOT AVAILABLE,-13050465.1834914,3924630.93985382
103471,060146413054,COMMUNITY MONTESSORI,1441 MONTIEL RD. STE. 143,ESCONDIDO,CA,92026,2242,(760) 743-7880,1,1,806,SAN DIEGO,06073,USA,33.1294576770001,-117.11212196,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060146413054,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.cmcharter.org,,776,KG,08,0601464,30,NOT AVAILABLE,-13036861.7823069,3912499.93844071
103475,060146814198,AMERICA'S FINEST CHARTER,730 45TH ST.,SAN DIEGO,CA,92102,3619,(619) 694-4809,1,1,485,SAN DIEGO,06073,USA,32.712733143,-117.098415713,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060146814198,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://americasfinestcharterschool.org,,457,KG,12,0601468,28,NOT AVAILABLE,-13035336.0098702,3857235.87410048
103478,060147314298,CLASSICAL ACADEMY VISTA,4010 MYSTRA WAY,OCEANSIDE,CA,92056,5471,(760) 330-9800,1,1,720,SAN DIEGO,06073,USA,33.1650035870001,-117.270311977,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060147314298,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.classicalacademy.com,,698,KG,08,0601473,22,NOT AVAILABLE,-13054471.414448,3917225.96579617
103487,060148312630,SAN DIEGO GLOBAL VISION ACADEMY,3430 SCH ST.,SAN DIEGO,CA,92116,3423,(619) 600-5321,1,1,451,SAN DIEGO,06073,USA,32.762678072,-117.119084419,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060148312630,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.sdgva.org,,430,KG,08,0601483,21,NOT AVAILABLE,-13037636.8396975,3863845.64743871
103493,060148913185,THE HEIGHTS CHARTER,2710 ALPINE BLVD. STE. E,ALPINE,CA,91901,2389,(619) 792-9000,1,1,288,SAN DIEGO,06073,USA,32.8352611760001,-116.755064664,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060148913185,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,NOT AVAILABLE,,279,KG,08,0601489,9,NOT AVAILABLE,-12997114.3459322,3873457.99878929
103505,060150313795,ELEVATE CHARTER,2285 MURRAY RIDGE RD.,SAN DIEGO,CA,92123,3934,(858) 751-4774,1,1,384,SAN DIEGO,06073,USA,32.786563916,-117.144161059,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060150313795,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.elevateschool.com,,366,KG,06,0601503,18,NOT AVAILABLE,-13040428.3584931,3867008.03988448
103509,060150914089,SWEETWATER SECONDARY,3252 BONITA RD.,CHULA VISTA,CA,91910,3200,(858) 678-3908,1,1,368,SAN DIEGO,06073,USA,32.6488395220001,-117.053392946,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060150914089,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.sweetwatersecondarycharter.com,,358,07,12,0601509,10,NOT AVAILABLE,-13030324.0983737,3848785.5064202
103510,060151013655,HEALTH SCIENCES MIDDLE,3910 UNIV AVE. STE. 100,SAN DIEGO,CA,92105,7302,(619) 528-9070,1,2,-999,SAN DIEGO,06073,USA,32.7499859170001,-117.10996345,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060151013655,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hshmc.org,,-999,M,M,0601510,-999,NOT AVAILABLE,-13036621.4980729,3862165.60089397
103515,060151511386,HIGH TECH HIGH MEDIA ARTS,2230 TRUXTUN RD.,SAN DIEGO,CA,92106,6039,(619) 398-8620,1,1,425,SAN DIEGO,06073,USA,32.7345577940001,-117.219763882,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060151511386,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,404,09,12,0601515,21,NOT AVAILABLE,-13048844.426252,3860123.71959721
103516,060151613715,HARBOR SPRINGS CHARTER,1704 CAPE HORN,JULIAN,CA,92036,NOT AVAILABLE,(951) 252-8800,1,1,297,SAN DIEGO,06073,USA,33.078763243,-116.593821913,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060151613715,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.springscharterschools.org,,287,KG,12,0601516,10,NOT AVAILABLE,-12979164.8849968,3905763.13913571
103520,060152012866,HOWARD GARDNER COMMUNITY CHARTER,647 E ST.,CHULA VISTA,CA,91910,2119,(619) 934-0300,1,1,224,SAN DIEGO,06073,USA,32.641184319,-117.095490102,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060152012866,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hgcschool.org,,215,KG,08,0601520,9,NOT AVAILABLE,-13035010.3323434,3847773.45882192
103521,060152112735,ALL TRIBES ELEMENTARY CHARTER,34320 VALLEY CENTER RD. STE. B,VALLEY CENTER,CA,92082,6046,(760) 749-4375,1,1,62,SAN DIEGO,06073,USA,33.278628258,-116.954204168,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060152112735,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,NOT AVAILABLE,,58,KG,05,0601521,4,NOT AVAILABLE,-13019282.4541143,3932345.87164142
103525,060152711385,IFTIN CHARTER,5465 EL CAJON BLVD.,SAN DIEGO,CA,92115,3620,(619) 265-2411,1,1,380,SAN DIEGO,06073,USA,32.756840047,-117.077228787,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060152711385,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.iftincharter.net,,363,KG,08,0601527,17,NOT AVAILABLE,-13032977.4920564,3863072.84477619
103529,060153313917,INGENUITY CHARTER,6130 SKYLINE DR.,SAN DIEGO,CA,92114,5620,(619) 335-8780,1,1,226,SAN DIEGO,06073,USA,32.7028758020001,-117.066581542,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060153313917,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.ingenuitycharter.org,,218,06,12,0601533,8,NOT AVAILABLE,-13031792.2461647,3855931.77891496
103533,060153708313,PACIFIC VIEW CHARTER,3670 OCEAN RANCH BLVD.,OCEANSIDE,CA,92056,2669,(760) 757-0161,1,1,659,SAN DIEGO,06073,USA,33.21078613,-117.31263883,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060153708313,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.pacificview.org,,630,KG,12,0601537,29,NOT AVAILABLE,-13059183.2181708,3923315.83500259
103540,060154505492,KEILLER LEADERSHIP ACADEMY,7270 LISBON ST.,SAN DIEGO,CA,92114,3007,(619) 263-9266,1,1,633,SAN DIEGO,06073,USA,32.7133079860001,-117.042285678,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060154505492,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.mykla.org,,593,KG,08,0601545,40,NOT AVAILABLE,-13029087.6429558,3857311.92846641
103554,060156008300,CLASSICAL ACADEMY,2950 S. BEAR VALLEY PKWY.,ESCONDIDO,CA,92025,7446,(760) 546-0101,1,1,1796,SAN DIEGO,06073,USA,33.084118054,-117.055453232,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060156008300,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.classicalacademy.com,,1742,KG,08,0601560,54,NOT AVAILABLE,-13030553.4483621,3906474.55814508
103568,060157611263,KIPP ADELANTE PREPARATORY ACADEMY,426 EUCLID AVE.,SAN DIEGO,CA,92114,2203,(619) 233-3242,1,1,341,SAN DIEGO,06073,USA,32.7085492150001,-117.089127368,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060157611263,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kippadelante.org,,327,05,08,0601576,14,NOT AVAILABLE,-13034302.0360345,3856682.33599717
103570,060157800869,MUELLER CHARTER (ROBERT L.),715 I ST.,CHULA VISTA,CA,91910,5112,(619) 422-6192,1,1,1760,SAN DIEGO,06073,USA,32.6269506150001,-117.093579168,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060157800869,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.muellercharterschool.org,,1694,KG,12,0601578,66,NOT AVAILABLE,-13034797.6081436,3845891.93802033
103577,060158510381,KING-CHAVEZ ACADEMY OF EXCELLENCE,2716 MARCY AVE.,SAN DIEGO,CA,92113,2412,(619) 232-2825,1,1,291,SAN DIEGO,06073,USA,32.697990787,-117.136230438,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060158510381,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.net,,277,KG,08,0601585,14,NOT AVAILABLE,-13039545.5258017,3855285.5601921
103604,060162212388,HIGH TECH MIDDLE NORTH COUNTY,1460 W. SAN MARCOS BLVD.,SAN MARCOS,CA,92078,4017,(619) 243-5014,1,1,347,SAN DIEGO,06073,USA,33.1330322090001,-117.202456714,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162212388,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.hightechhigh.org,,333,06,08,0601622,14,NOT AVAILABLE,-13046917.8011232,3912975.10586903
103609,060162712261,INNOVATIONS ACADEMY,5454 RUFFIN RD.,SAN DIEGO,CA,92123,1313,(858) 271-1414,1,1,432,SAN DIEGO,06073,USA,32.8343191660001,-117.127241954,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162712261,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://innovationsacademy.org,,412,KG,08,0601627,20,NOT AVAILABLE,-13038544.9323398,3873333.19589627
103611,060162914107,SAGE OAK CHARTER,1473 FORD ST.,REDLANDS,CA,92373,3913,(888) 435-4445,1,1,2757,SAN DIEGO,06073,USA,34.0383665210001,-117.153824722,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060162914107,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.sageoak.education,,2648,KG,12,0601629,109,NOT AVAILABLE,-13041504.1125375,4033954.87668268
103619,060163814334,COLLEGE PREPARATORY MIDDLE,10269 MADRID WAY,SPRING VALLEY,CA,91977,1928,(619) 303-2782,1,1,418,SAN DIEGO,06073,USA,32.7458217720001,-116.971272118,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060163814334,3/17/2021 12:00:00 AM,IMAGERY,5/13/2022 12:00:00 AM,http://www.mycpms.net,,402,05,08,0601638,16,NOT AVAILABLE,-13021182.4496172,3861614.44977463
103620,060163913837,MOTIVATED YOUTH ACADEMY,100 E SAN MARCOS BLVD. STE 350,SAN MARCOS,CA,92069,2989,(619) 535-2222,1,1,174,SAN DIEGO,06073,USA,33.141413003,-117.162549496,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060163913837,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.myacademy.org,,167,KG,12,0601639,7,NOT AVAILABLE,-13042475.3499364,3914089.25215245
103624,060164314062,PATHWAYS ACADEMY CHARTER ADULT EDUCATION,100 E. SAN MARCOS BLVD. STE. 350,SAN MARCOS,CA,92069,2989,(760) 456-5504,1,1,40,SAN DIEGO,06073,USA,33.141448273,-117.162432001,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060164314062,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.pathwaysadulteducation.org,,38,09,12,0601643,2,NOT AVAILABLE,-13042462.2704529,3914093.94118592
103638,060166011228,HERITAGE K-8 CHARTER,1855 E. VALLEY PKWY.,ESCONDIDO,CA,92027,2517,(760) 737-3111,1,1,1353,SAN DIEGO,06073,USA,33.1353695880001,-117.053734311,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060166011228,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,NOT AVAILABLE,,1299,KG,08,0601660,54,NOT AVAILABLE,-13030362.0989517,3913285.82731973
103640,060166213201,KAVOD CHARTER,6991 BALBOA AVE.,SAN DIEGO,CA,92111,3447,(858) 386-0887,1,1,379,SAN DIEGO,06073,USA,32.819570658,-117.168166335,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060166213201,3/17/2021 12:00:00 AM,IMAGERY,5/13/2022 12:00:00 AM,http://www.kavodelementary.org,,357,KG,07,0601662,22,NOT AVAILABLE,-13043100.6135938,3871379.40149276
103653,060168213762,METHODSCHOOLS,4612 DEHESA RD.,EL CAJON,CA,92019,2922,(760) 224-0758,1,1,471,SAN DIEGO,06073,USA,32.7815649880001,-116.850505946,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060168213762,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://methodschools.org/,,458,KG,12,0601682,13,NOT AVAILABLE,-13007738.8208451,3866346.13110402
103658,060168711767,KING-CHAVEZ PREPARATORY ACADEMY,500 30TH ST.,SAN DIEGO,CA,92102,3090,(619) 744-3828,1,1,360,SAN DIEGO,06073,USA,32.7109471750001,-117.130519246,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060168711767,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.kingchavez.org,,346,06,08,0601687,14,NOT AVAILABLE,-13038909.7588164,3856999.58546789
103659,060168814254,JCS - CEDAR COVE,777 SANTA FE,ENCINITAS,CA,92024,3840,(760) 230-2870,1,1,186,SAN DIEGO,06073,USA,33.035896898,-117.275821422,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060168814254,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.jcs-inc.org,,176,KG,12,0601688,10,NOT AVAILABLE,-13055084.7230599,3900069.64608864
103660,060168914347,PIVOT CHARTER SCHOOL - SAN DIEGO II,1030 LA BONITA DR.,SAN MARCOS,CA,92078,5291,(760) 591-0217,1,1,136,SAN DIEGO,06073,USA,33.1248318180001,-117.208563752,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060168914347,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.pivotsandiego.com,,127,KG,12,0601689,9,NOT AVAILABLE,-13047597.6334836,3911885.04539385
103670,060170012961,CITY HEIGHTS PREPARATORY CHARTER,4260 54TH ST.,SAN DIEGO,CA,92115,6009,(619) 795-3137,1,1,140,SAN DIEGO,06073,USA,32.754033178,-117.080118909,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060170012961,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.cityheightsprep.org,,133,06,12,0601700,7,NOT AVAILABLE,-13033299.2189658,3862701.30636239
103674,060170503964,GUAJOME PARK ACADEMY CHARTER,2000 N. SANTA FE AVE.,VISTA,CA,92083,1534,(760) 631-8500,1,1,1483,SAN DIEGO,06073,USA,33.2290075870001,-117.250018568,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060170503964,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.guajome.net,,1409,KG,12,0601705,74,NOT AVAILABLE,-13052212.3624916,3925740.48967323
103703,060173713667,BELLA MENTE MONTESSORI ACADEMY,1737 W. VISTA WAY,VISTA,CA,92083,2112,(760) 621-8948,1,1,490,SAN DIEGO,06073,USA,33.1895685000001,-117.278313602,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060173713667,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.bellamentecharter.org,,465,KG,08,0601737,25,NOT AVAILABLE,-13055362.1512685,3920493.12789407
103705,060173914029,EPIPHANY PREP CHARTER,725 N. ESCONDIDO BLVD.,ESCONDIDO,CA,92025,1703,(760) 280-0028,1,1,737,SAN DIEGO,06073,USA,33.127445231,-117.08981419,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060173914029,3/17/2021 12:00:00 AM,IMAGERY/OTHER,5/13/2022 12:00:00 AM,http://www.epiphanyprep.org,,706,KG,08,0601739,31,NOT AVAILABLE,-13034378.4927098,3912232.42975333
